,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer
910,where are you from,distance,78,False,False,False,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",910,75,8,False
1995,roll dice,roll dice,92,False,True,False,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",1995,75,8,False
4173,change ai name,change ai,55,True,True,False,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",4173,75,8,False
2964,what song,what song,21,False,True,False,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",2964,75,8,False
851,rollover 401k,rollover,100,False,True,False,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",851,75,8,False
365,payday,payday,79,True,True,True,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",365,75,8,False
1805,travel alert,carry,62,False,False,True,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",1805,75,8,False
1114,pay bill,pay bill,111,True,True,True,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",1114,75,8,False
4730,how old are you,o,42,True,False,False,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",4730,75,8,False
4447,order,order checks,127,False,False,True,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",4447,75,8,False
5396,who do you work for,o,42,True,False,False,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",5396,75,8,False
3893,directions,share,58,True,False,True,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",3893,75,8,False
34,transfer,transfer,133,False,True,False,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",34,75,8,False
4775,oos,o,42,True,True,False,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",4775,75,8,False
573,who do you work for,where,77,False,False,False,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",573,75,8,False
4273,jump start,jump,17,False,True,False,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",4273,75,8,False
3434,travel alert,vacc,52,False,False,True,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",3434,75,8,False
815,account blocked,freeze,20,True,False,False,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",815,75,8,False
4890,oos,o,42,True,True,False,"{6: 2, 96: 1, 53: 1, 32: 1, 128: 1, 57: 1, 91: 1, 59: 2, 40: 3, 58: 1, 28: 1, 84: 1, 88: 2, 114: 1, 89: 1, 39: 1, 130: 2, 74: 1, 19: 1, 123: 2, 51: 1, 121: 1, 14: 1, 126: 1, 85: 2, 108: 1, 147: 1, 98: 1, 111: 2, 122: 1, 135: 1, 9: 1, 71: 1, 4: 1, 81: 1, 35: 2, 46: 2, 68: 1, 11: 1, 37: 1, 72: 1, 118: 1, 45: 1, 20: 1, 80: 1, 145: 1, 112: 1, 120: 1, 141: 1, 79: 1, 150: 1, 143: 1, 42: 1, 65: 1, 86: 1, 55: 1, 124: 1, 134: 1, 25: 1, 149: 1, 16: 1, 125: 1, 115: 1, 93: 1}","[12789, 14041, 11478, 3557, 3016, 8198, 11454, 819, 8390, 9904, 3863, 6045, 9930, 10706, 10077, 10779, 9462, 8691, 2225, 2977, 14510, 11190, 6167, 7458, 14219, 380, 13334, 12314, 1488, 12801, 5954, 14422, 15161, 1295, 14377, 3101, 10542, 15113, 3987, 7117, 13029, 7568, 7272, 9352, 906, 5749, 5691, 13114, 11988, 13137, 7331, 10381, 1326, 567, 10699, 4283, 12630, 4736, 14993, 3883, 10649, 5671, 8713, 3468, 4406, 7657, 11180, 4899, 2546, 3313, 10586, 12358, 5585, 11864, 4534]",4890,75,8,False
